city,temperature,humidity,weather
Barsāna,22.46,16,overcast clouds
Barpeta,21.74,70,overcast clouds
Barpathār,20.62,70,overcast clouds
Barpāli,27.4,39,overcast clouds
Barnāla,16.79,25,clear sky
Bārmer,23.57,18,clear sky
Barkot,8.48,55,clear sky
Barki Saria,19.94,91,overcast clouds
Barkhera Kalān,18.7,16,clear sky
Barkā Kānā,20.1,86,broken clouds
Barjora,20.75,79,broken clouds
Barjala,23.61,48,overcast clouds
Bari Sādri,22.56,24,clear sky
Baripāda,22.31,77,broken clouds
Bariārpur,21.86,71,overcast clouds
Bāri,22.49,17,scattered clouds
Barhiya,20.89,74,broken clouds
patamda,20.1,84,overcast clouds
Barhi,21.66,57,clear sky
Bārh,20.63,81,clear sky
Bargi,23.16,34,clear sky
Barghāt,25.21,18,broken clouds
Bargarh,23.67,37,clear sky
Bargarh,27.22,39,overcast clouds
Barela,23.4,36,clear sky
Bareilly,19.53,15,clear sky
Bārdoli,25.33,55,clear sky
Barddhamān,20.77,79,overcast clouds
Bar Bigha,21.04,74,broken clouds
Baraut,18.08,19,clear sky
Barauli,19.95,66,clear sky
Bārāsat,21.97,83,haze
Baranagar,21.97,83,haze
Bārān,24.79,19,clear sky
Bāramūla,6.26,45,clear sky
Bārāmati,25.48,32,few clouds
Bārākpur,21.96,83,haze
Barāgaon,23.68,18,clear sky
Barāgaon,19.99,77,mist
Bara Bazar,21.95,83,haze
Bāra,23.24,46,clear sky
Bāpatla,26.37,77,clear sky
Banūr,18.91,22,clear sky
Bantvāl,27.53,78,few clouds
Bāntva,24.66,54,clear sky
Bānswāra,26.01,22,clear sky
Bānswāda,27.17,51,few clouds
Bānskhoh,20.79,19,clear sky
Bānsi,21.71,16,clear sky
Bānsgāon,20.99,44,clear sky
Bānsdīh,20.03,78,few clouds
Bānsbāria,21.56,68,overcast clouds
Bānposh,21.08,80,broken clouds
Bannūr,24.98,60,clear sky
Banmankhi,19.32,85,overcast clouds
Bānkura,20.38,80,overcast clouds
Bānki,22.52,96,broken clouds
Bānka,22.02,67,overcast clouds
Banjār,9.13,56,clear sky
Banihāl,6.16,62,clear sky
Bāngarmau,21.99,16,clear sky
Bangarapet,21.55,78,clear sky
Bangaon,21.63,76,overcast clouds
Banganapalle,27.07,61,clear sky
Bengaluru,23.6,76,clear sky
Banga,16.83,25,clear sky
Bandora,27.51,51,clear sky
Bandipura,5.36,43,clear sky
Bāndīkūi,22.18,17,scattered clouds
Bānda,24.18,17,clear sky
Banda,23.26,19,clear sky
Bānāvar,24.93,66,clear sky
Banat,17.55,20,clear sky
Bānapur,24.53,89,broken clouds
Bāmor Kalān,23.38,19,clear sky
Bamora,23.59,20,clear sky
Bamna,25.22,22,clear sky
Bamboo Flat,28.05,78,mist
Bambolim,28.0,51,clear sky
Bālurghāt,20.91,67,overcast clouds
Bālugaon,22.9,88,clear sky
Balrāmpur,20.85,17,clear sky
Bālotra,25.04,20,clear sky
Baloda Bāzār,24.31,49,few clouds
Baloda,21.69,62,clear sky
Balod,25.25,57,broken clouds
Bāli,21.98,83,haze
Ballālpur,28.35,50,broken clouds
Ballabgarh,22.78,16,clear sky
Balimila,23.39,60,clear sky
Bāli Chak,20.87,81,broken clouds
Bāli,23.49,22,clear sky
Balhārshāh,28.35,50,broken clouds
Balasore,21.29,77,scattered clouds
Baldeogarh,23.38,19,clear sky
Baldev,21.49,16,overcast clouds
Balarāmpur,19.61,81,overcast clouds
Bālāpur,26.49,21,clear sky
Balāngīr,26.41,28,overcast clouds
Bālāghāt,25.13,48,few clouds
Bālāchor,17.42,25,clear sky
Bakshwāho,23.16,19,clear sky
Bakreswar,20.63,82,overcast clouds
Bakloh,14.66,35,clear sky
Bakhtiyārpur,20.13,83,clear sky
Bakewar,22.22,16,clear sky
Bakāpur,21.39,17,clear sky
Bakāni,24.76,20,clear sky
Bājna,21.79,17,overcast clouds
Baj Baj,23.34,60,scattered clouds
Bairāgnia,20.03,83,clear sky
Byndoor,26.57,73,clear sky
Bail-Hongal,25.46,30,clear sky
Baikunthpur,20.72,71,clear sky
Baikunthpur,22.41,53,clear sky
Baihar,21.49,55,clear sky
Baidyabāti,21.95,83,haze
Bahua,23.02,18,clear sky
Bahsūma,17.99,19,clear sky
Bahraigh,20.45,17,clear sky
Bahora Kalān,20.63,18,clear sky
Bahjoi,19.96,16,few clouds
Baheri,17.75,19,clear sky
Baharampur,20.87,75,overcast clouds
Bahādurgarh,20.06,19,clear sky
Bahādurganj,18.99,79,overcast clouds
Bāh,21.64,16,broken clouds
Bagulā,21.51,76,overcast clouds
Bagra,21.38,79,overcast clouds
Bāgli,23.61,21,clear sky
Bāghpat,19.27,19,clear sky
Bagdogra,19.13,79,overcast clouds
Bagh Bazar,21.96,83,haze
Bāgha Purāna,15.91,27,clear sky
Bāg,25.74,20,clear sky
Bāgeshwar,13.09,34,clear sky
Bāgepalli,24.15,62,clear sky
Bagasra,25.57,32,clear sky
Bagar,21.91,17,clear sky
Bāgalūr,23.34,79,clear sky
Bagalkot,27.83,26,clear sky
Bagaha,18.55,63,clear sky
Badvel,25.0,83,clear sky
Badūria,23.11,59,broken clouds
Badnāwar,24.02,23,clear sky
Badlapur,24.14,54,clear sky
Badhni Kalān,16.31,27,clear sky
Badarwās,23.73,19,clear sky
Badarpur,20.17,15,clear sky
Badarpur,21.75,71,overcast clouds
Badarīnāth,-9.78,66,overcast clouds
Bādāmi,27.43,26,clear sky
Badagara,26.91,78,clear sky
Bada Barabīl,20.77,86,overcast clouds
Bachhrāwān,22.78,17,clear sky
Bachhraon,18.74,18,clear sky
Babugarh,19.09,19,clear sky
Babrāla,20.42,17,broken clouds
Bābra,26.76,28,clear sky
Babīna,23.55,18,clear sky
Baberu,23.73,17,clear sky
Bābai,23.92,19,clear sky
Azamgarh,20.6,64,clear sky
Ayyampettāi,25.54,90,clear sky
Ajodhya,21.88,18,clear sky
Ayakudi,24.79,80,clear sky
Awantipur,7.04,39,clear sky
Avanigadda,24.41,80,clear sky
Avinashi,26.11,71,clear sky
Āvadi,28.28,84,few clouds
Ausa,27.13,21,clear sky
Aurās,21.88,16,clear sky
Aurangābād,21.56,17,few clouds
Aurangābād,22.08,73,scattered clouds
Aurangabad,24.47,22,clear sky
Auraiya,22.53,17,clear sky
Aurād,28.16,32,clear sky
Attur,24.3,88,clear sky
Attingal,28.82,84,clear sky
Āttayyāmpatti,26.23,72,clear sky
Atraulia,21.42,27,clear sky
Atraulī,20.86,16,overcast clouds
Atmakūr,25.34,68,clear sky
Adirampattinam,27.71,78,few clouds
Athni,26.63,29,clear sky
Āthagarh,22.67,93,broken clouds
Ateli Mandi,21.38,17,clear sky
Atarra,24.02,18,clear sky
Assam,20.23,79,overcast clouds
Asīrgarh,25.25,21,clear sky
Āsind,22.6,19,clear sky
Āsika,22.47,81,scattered clouds
Asifābād,26.75,58,scattered clouds
Ashti,26.26,22,few clouds
Ashta,23.32,23,clear sky
Ashta,24.22,33,clear sky
Ashoknagar,22.95,21,clear sky
Asegaon,25.7,22,clear sky
Asarganj,22.25,67,overcast clouds
Āsansol,21.22,81,broken clouds
Āsandh,17.5,20,clear sky
Ārvi,26.9,19,clear sky
Aruppukkottai,27.36,75,scattered clouds
State of Arunāchal Pradesh,12.79,78,overcast clouds
Arumuganeri,27.91,77,overcast clouds
Arumbāvūr,25.5,82,clear sky
Arukutti,26.36,85,overcast clouds
Arsikere,24.35,68,clear sky
Āron,22.63,21,clear sky
Norīa,18.7,36,clear sky
Arki,11.22,47,clear sky
Arkalgūd,21.6,78,clear sky
Ariyalūr,26.08,88,clear sky
Arimalam,27.19,77,clear sky
Arcot,24.43,86,clear sky
Aruvankad,11.61,87,scattered clouds
Arāria,20.33,84,overcast clouds
Arantāngi,27.56,75,clear sky
Arni,24.69,84,clear sky
Ārangaon,27.0,24,clear sky
Arang,26.32,49,overcast clouds
Arambol,26.3,58,clear sky
Arāmbāgh,21.04,75,broken clouds
Arakkonam,24.58,87,clear sky
Arrah,20.65,82,clear sky
Aonla,19.89,15,clear sky
Anūpshahr,20.3,17,scattered clouds
Anūppur,19.78,68,clear sky
Anūpgarh,22.7,19,clear sky
Antu,22.25,18,clear sky
Antri,22.02,20,clear sky
Anta,24.88,19,clear sky
Anshing,25.77,22,clear sky
Annur,26.1,70,clear sky
Annigeri,26.55,35,clear sky
Annavāsal,26.04,80,clear sky
Annāmalainagar,27.19,79,clear sky
Ankola,25.15,66,clear sky
Ankleshwar,25.38,54,clear sky
Anjār,25.15,42,clear sky
Anjangaon,26.64,18,clear sky
Anjad,26.96,22,clear sky
Angul,22.96,90,overcast clouds
Angamāli,25.97,89,mist
Anekal,22.77,78,clear sky
Andol,25.64,55,few clouds
Anthiyur,27.74,76,clear sky
Āndippatti,25.74,77,few clouds
State of Andhra Pradesh,19.88,90,clear sky
Union Territory of Andaman and Nicobar Islands,27.51,78,mist
Anantnag,6.46,40,clear sky
Anantapur,28.68,44,clear sky
Anandpur,17.79,27,clear sky
Anandnagar,19.65,20,clear sky
Anand,25.45,23,clear sky
Anakāpalle,26.97,91,clear sky
Anamalais,24.88,81,few clouds
Amudālavalasa,23.59,87,broken clouds
Āmta,21.25,71,broken clouds
Amroli,25.03,58,clear sky
Amroha,18.45,18,clear sky
Amritsar,17.97,72,mist
Amreli,26.49,32,clear sky
Amrāvati,26.49,19,clear sky
Amod,27.34,26,clear sky
Ammāpettai,27.9,78,clear sky
Ammāpettai,25.61,90,few clouds
Amloh,17.36,25,clear sky
Āmli,23.73,66,clear sky
Āmlāgora,21.77,74,scattered clouds
Amla,22.33,18,clear sky
Amguri,23.58,45,overcast clouds
Amethi,19.46,14,clear sky
Amethī,22.09,18,clear sky
Amet,22.16,20,clear sky
Amber,22.9,33,haze
Ambur,23.64,80,clear sky
Ambikāpur,20.73,68,overcast clouds
Ambattūr,28.36,83,few clouds
Ambasamudram,26.72,80,scattered clouds
Āmbāsa,21.79,61,overcast clouds
Ambāla,18.53,22,clear sky
Ambājogāi,26.79,20,clear sky
Ambahta,17.59,22,clear sky
Ambāh,21.57,18,scattered clouds
Ambāgarh Chauki,23.02,71,broken clouds
Ambad,25.46,23,few clouds
Amarwāra,22.11,19,clear sky
Amarpur,22.2,65,overcast clouds
Amarpur,22.82,52,overcast clouds
Amarpātan,22.03,52,clear sky
Amarnāth,25.03,47,clear sky
Amarkantak,17.64,59,clear sky
Amānpur,21.07,15,scattered clouds
Amānganj,24.26,18,clear sky
Amalner,27.58,24,clear sky
Amalāpuram,22.44,89,clear sky
Alwaye,25.97,89,mist
Alwa Tirunagari,27.35,77,overcast clouds
Alwar,21.2,17,few clouds
Alūr,21.02,81,scattered clouds
Alot,25.02,21,clear sky
Along,15.0,76,light rain
Alnāvar,23.99,40,clear sky
Almora,11.0,31,clear sky
Alappuzha,27.7,76,overcast clouds
Allāpalli,26.59,64,broken clouds
Allāhganj,21.35,13,clear sky
Allahābād,22.99,44,clear sky
Alīpur,20.12,17,clear sky
Alipur,27.02,83,mist
Alīgarh,21.08,17,overcast clouds
Alīgarh,20.4,24,clear sky
Alīganj,21.53,14,few clouds
Alībāg,25.89,61,clear sky
Aldona,27.88,57,clear sky
Alāwalpur,16.33,31,clear sky
Ālappākkam,27.83,77,clear sky
Ālangulam,26.99,75,scattered clouds
Ālangudi,26.68,78,clear sky
Alangāyam,21.51,89,clear sky
Alangānallūr,26.63,79,clear sky
Alandur,28.51,82,few clouds
Alandi,23.06,39,clear sky
Aland,29.59,20,clear sky
Alampur,23.15,18,clear sky
Ālampur,27.02,59,few clouds
Alagāpuram,25.24,82,clear sky
Akot,26.91,18,clear sky
Akola,26.96,20,clear sky
Akodia,23.68,22,clear sky
Aklera,24.87,19,clear sky
Akivīdu,23.61,83,clear sky
Akhnūr,17.33,35,clear sky
Akbarpur,20.62,18,clear sky
Akbarpur,22.27,18,clear sky
Akaltara,22.32,57,clear sky
Akalkot,29.63,20,clear sky
Akālgarh,16.75,24,clear sky
Ajra,22.27,35,clear sky
Ajnāla,17.98,72,mist
Ajmer,21.54,22,clear sky
Ajjampur,23.61,69,clear sky
Ajāpura,24.33,19,clear sky
Ajaigarh,24.22,18,clear sky
Aizawl,17.17,67,overcast clouds
Ahwa,22.88,29,clear sky
Ahraura,23.38,64,broken clouds
Ahmadpur,20.89,81,overcast clouds
Ahmadpur,27.7,20,clear sky
Ahmadnagar,25.72,25,broken clouds
Ahmadgarh,20.35,18,broken clouds
Ahmedabad,27.02,29,smoke
Ahiri,26.98,63,broken clouds
Agra,22.8,15,broken clouds
Āgra,22.43,15,broken clouds
Aghāpur,22.52,15,overcast clouds
Agartala,23.2,53,overcast clouds
Agarpāra,21.99,83,haze
Agar,23.83,21,clear sky
Afzalpur,31.42,20,scattered clouds
Afzalgarh,18.35,20,clear sky
Adyār,28.48,81,few clouds
Aduthurai,25.89,84,broken clouds
Adūr,24.84,92,clear sky
Adra,20.52,81,broken clouds
Ādoni,26.83,53,clear sky
Ādilābād,28.36,40,scattered clouds
Addanki,24.99,83,clear sky
Adalaj,26.92,29,smoke
Achhnera,22.09,16,broken clouds
Achalpur,26.19,18,clear sky
Ābu Road,24.5,21,clear sky
Ābu,23.98,21,clear sky
Abohar,18.78,21,clear sky
Abirāmam,27.83,75,broken clouds
Abhayāpuri,20.86,78,overcast clouds
Contai,21.57,75,clear sky
Haldia,22.69,65,clear sky
Srirāmpur,21.45,72,overcast clouds
Haripur,21.64,68,overcast clouds
Kesabpur,21.62,68,overcast clouds
Meria,21.59,69,overcast clouds
Rāmchandrapur,21.94,68,overcast clouds
Bāgnān,21.61,69,overcast clouds
Rāmnagar,21.97,65,scattered clouds
Sankarpur,21.97,68,broken clouds
Begampur,21.95,65,scattered clouds
Parbatipur,21.98,62,scattered clouds
Bhandārdaha,21.97,61,scattered clouds
Dumjor,21.97,62,scattered clouds
Krishnapur,21.97,83,haze
Bankra,22.01,83,haze
Chakapara,21.98,83,haze
Mahiari,21.99,59,scattered clouds
Masila,21.98,59,scattered clouds
Dhulagari,21.94,62,scattered clouds
Pānchla,22.82,62,scattered clouds
Sāhāpur,23.15,60,scattered clouds
Raghudebbati,21.97,60,scattered clouds
Gobindapur,21.87,67,broken clouds
Nangi,21.97,59,scattered clouds
Pujali,22.97,62,scattered clouds
Amtala,23.74,58,few clouds
Bāwāli,23.3,60,few clouds
Balarāmpur,23.45,60,clear sky
Jāfarpur,23.23,61,few clouds
Serpur,23.45,60,clear sky
Monoharpur,22.59,65,clear sky
Solap,22.69,64,clear sky
Harindānga,22.78,64,clear sky
Chapra,21.6,70,overcast clouds
Gurdaha,23.11,59,broken clouds
Ula,21.99,83,haze
Gopālpur,23.32,58,scattered clouds
Raypur,21.98,59,clear sky
Nabagrām,23.37,60,clear sky
Soyībug,7.59,47,clear sky
Jauriān,17.24,35,clear sky
Chīma,16.81,26,clear sky
Fatehpur,16.86,26,clear sky
Kheri Sāmpla,19.45,21,clear sky
Gho Brāhmanān de,16.74,39,clear sky
Chhutmalpur,17.99,34,clear sky
Borkhera,23.48,20,broken clouds
Nagar,13.36,55,clear sky
State of Chhattīsgarh,25.46,47,few clouds
State of Jharkhand,19.75,88,overcast clouds
State of Uttarakhand,10.72,43,clear sky
Singāpur,25.6,53,clear sky
Dosuwāda,24.31,64,broken clouds
Bālāpur,24.39,64,broken clouds
Ghatkesar,24.48,68,clear sky
Chandūr,25.85,55,scattered clouds
Vadigenhalli,23.12,73,few clouds
Adampur,16.55,29,clear sky
Chinnasekkadu,28.42,82,clear sky
Porur,28.5,83,few clouds
Manappakkam,28.63,83,few clouds
Palavantangai,28.53,83,few clouds
Park Town,28.42,82,few clouds
Anna Nagar,28.39,82,few clouds
Madipakkam,28.55,82,few clouds
Perungudi,28.52,82,few clouds
Vengavasal,28.3,84,few clouds
Nandambakkam,28.25,86,few clouds
Madambakkam,28.08,87,clear sky
Vellānūr,28.29,83,few clouds
Kupwāra,-3.16,46,clear sky
Technopark,28.76,79,mist
Powai,25.77,73,haze
Navi Mumbai,25.97,73,haze
Breach Candy,25.98,73,haze
Asian Games Village,20.04,60,haze
Kala Ghoda,25.96,73,haze
Auroville,26.81,79,clear sky
Puttaparthi,26.8,55,clear sky
Kakaguda,24.44,61,clear sky
Alok Mishra,22.21,18,clear sky
Kanija Bhavan,23.54,77,clear sky
BIAL 2 Wheeler Parking,23.01,73,few clouds
Canacona,25.36,64,clear sky
Abhaneri,22.5,17,scattered clouds
Chowari,11.46,35,clear sky
Murudeshwara,26.77,72,clear sky
Shivaji Nagar,23.48,38,clear sky
Greater Noida,22.33,17,clear sky
Rāmgarh,17.62,24,clear sky
Mohali,19.11,22,clear sky
Padampur,21.04,13,scattered clouds
Milkia,21.21,13,clear sky
Nagaria Ahīrān,21.0,13,clear sky
Manjha,21.35,13,clear sky
Biria Mādhograh,23.15,18,clear sky
Banbasa,18.31,16,clear sky
vadlamuru,22.52,87,clear sky
Pithampur,22.89,23,clear sky
Barbil,20.6,90,overcast clouds
Airoli,26.01,73,haze
Aluva,25.97,89,mist
Gautam Budh Nagar,20.16,15,clear sky
Kotkapura,16.08,25,clear sky
Muvattupuzha,25.78,96,scattered clouds
Perumbavoor,25.98,89,mist
Vapi,24.54,71,clear sky
Baddi,18.14,28,clear sky
Noida,20.16,15,clear sky
Bhiwadi,20.74,18,clear sky
Parwanoo,15.7,28,clear sky
Jorethang,17.12,77,overcast clouds
Mandideep,23.08,24,clear sky
Singrauli,18.75,79,scattered clouds
Edakkulam,25.83,90,scattered clouds
Avanoor,26.09,89,scattered clouds
Birpara,19.26,77,overcast clouds
Jaigaon,20.13,62,overcast clouds
Palackattumala,23.97,97,scattered clouds
Palakkad district,25.58,86,clear sky
Pitampura,20.06,60,haze
Vagator,27.83,58,clear sky
Akkarampalle,20.73,89,clear sky
Bellampalli,27.6,53,broken clouds
Chemmumiahpet,25.03,80,clear sky
Gaddi Annaram,24.79,64,broken clouds
Dasnapur,28.08,42,scattered clouds
Kanuru,26.98,73,clear sky
Lal Bahadur Nagar,24.66,64,broken clouds
Malkajgiri,24.49,62,clear sky
Mandamarri,27.52,54,broken clouds
Chinnachowk,26.21,70,clear sky
Kyathampalle,28.36,40,scattered clouds
Gajuwaka,27.07,83,mist
Manuguru,25.86,68,clear sky
Kalyandurg,28.6,40,few clouds
Ponnur,24.42,80,clear sky
Quthbullapur,25.59,60,clear sky
Ramanayyapeta,22.34,89,clear sky
Palwancha,25.04,73,clear sky
Barpeta Road,20.7,74,overcast clouds
Sathupalli,22.95,86,clear sky
Yanamalakuduru,24.03,84,clear sky
Morigaon,21.66,72,overcast clouds
Naharlagun,17.35,86,overcast clouds
Serilingampalle,25.9,55,clear sky
Silapathar,19.48,78,overcast clouds
Sarupathar,19.38,80,overcast clouds
Lumding Railway Colony,18.68,89,overcast clouds
Aistala,20.98,77,overcast clouds
Ashoknagar Kalyangarh,21.84,68,overcast clouds
Bahula,21.09,80,broken clouds
Pavuluru,25.43,80,clear sky
pedda nakkalapalem,25.43,80,clear sky
Jhulasan,23.63,26,clear sky
Vazhuthacaud,28.8,79,mist
Viman Nagar,23.68,37,clear sky
Trichy,28.05,89,mist
Khordha,22.93,98,scattered clouds
Zira,16.05,31,clear sky
Shamshabad,24.06,64,broken clouds
Nangilickondan,25.28,85,clear sky
Jagatpura,22.95,33,haze
Chittaranjan Park,19.99,60,haze
Ratanada,24.82,19,clear sky
Amravati Division,26.49,19,clear sky
Aurangabad,24.47,22,clear sky
Konkan Division,26.02,73,haze
Nagpur Division,25.04,65,haze
Nashik Division,22.5,34,clear sky
Satara Division,23.48,38,clear sky
Rambagh,22.66,33,haze
Artist Village,25.9,73,haze
